Author,Title,Text
Emily Dickinson,"""Why do I love"" You, Sir? ","""Why do I love"" You, Sir?
Because --
The Wind does not require the Grass
To answer -- Wherefore when He pass
She cannot keep Her place.

Because He knows -- and
Do not You --
And We know not --
Enough for Us
The Wisdom it be so --

The Lightning -- never asked an Eye
Wherefore it shut -- when He was by --
Because He knows it cannot speak --
And reasons not contained --
-- Of Talk --
There be -- preferred by Daintier Folk --

The Sunrise -- Sire -- compelleth Me --
Because He's Sunrise -- and I see --
Therefore -- Then --
I love Thee --"
Emily Dickinson,'Tis not that Dying hurts us so ,"'Tis not that Dying hurts us so --
'Tis Living -- hurts us more --
But Dying -- is a different way --
A Kind behind the Door --

The Southern Custom -- of the Bird --
That ere the Frosts are due --
Accepts a better Latitude --
We -- are the Birds -- that stay.

The Shrivers round Farmers' doors --
For whose reluctant Crumb --
We stipulate -- till pitying Snows
Persuade our Feathers Home."
Emily Dickinson,'Tis so much joy! 'Tis so much joy! ,"'Tis so much joy! 'Tis so much joy!
If I should fail, what poverty!
And yet, as poor as I,
Have ventured all upon a throw!
Have gained! Yes! Hesitated so --
This side the Victory!

Life is but Life! And Death, but Death!
Bliss is, but Bliss, and Breath but Breath!
And if indeed I fail,
At least, to know the worst, is sweet!
Defeat means nothing but Defeat,
No drearier, can befall!

And if I gain! Oh Gun at Sea!
Oh Bells, that in the Steeples be!
At first, repeat it slow!
For Heaven is a different thing,
Conjectured, and waked sudden in --
And might extinguish me!"
Emily Dickinson,'Twas comfort in her Dying Room ,"'Twas comfort in her Dying Room
To hear the living Clock --
A short relief to have the wind
Walk boldly up and knock --
Diversion from the Dying Theme
To hear the children play --
But wrong the more
That these could live
And this of ours must die."
Emily Dickinson,"'Twas like a Maelstrom, with a notch, ","'Twas like a Maelstrom, with a notch,
That nearer, every Day,
Kept narrowing its boiling Wheel
Until the Agony

Toyed coolly with the final inch
Of your delirious Hem --
And you dropt, lost,
When something broke --
And let you from a Dream --

As if a Goblin with a Gauge --
Kept measuring the Hours --
Until you felt your Second
Weigh, helpless, in his Paws --

And not a Sinew -- stirred -- could help,
And sense was setting numb --
When God -- remembered -- and the Fiend
Let go, then, Overcome --

As if your Sentence stood -- pronounced --
And you were frozen led
From Dungeon's luxury of Doubt
To Gibbets, and the Dead --

And when the Film had stitched your eyes
A Creature gasped ""Reprieve""!
Which Anguish was the utterest -- then --
To perish, or to live?"
Emily Dickinson,'Twas such a little -- little boat ,"'Twas such a little -- little boat
That toddled down the bay!
'Twas such a gallant -- gallant sea
That beckoned it away!

'Twas such a greedy, greedy wave
That licked it from the Coast --
Nor ever guessed the stately sails
My little craft was lost!"
Emily Dickinson,A Charm invests a face ,"A Charm invests a face
Imperfectly beheld --
The Lady date not lift her Veil
For fear it be dispelled --

But peers beyond her mesh --
And wishes -- and denies --
Lest Interview -- annul a want
That Image -- satisfies --"
Emily Dickinson,A Diamond on the Hand ,"A Diamond on the Hand
To Custom Common grown
Subsides from its significance
The Gem were best unknown --
Within a Seller's Shrine
How many sight and sigh
And cannot, but are mad for fear
That any other buy."
Emily Dickinson,A Drop Fell on the Apple Tree -- ,"A Drop Fell on the Apple Tree --
Another -- on the Roof --
A Half a Dozen kissed the Eaves --
And made the Gables laugh --

A few went out to help the Brook
That went to help the Sea --
Myself Conjectured were they Pearls --
What Necklace could be --

The Dust replaced, in Hoisted Roads --
The Birds jocoser sung --
The Sunshine threw his Hat away --
The Bushes -- spangles flung --

The Breezes brought dejected Lutes --
And bathed them in the Glee --
Then Orient showed a single Flag,
And signed the Fete away --"
Emily Dickinson,A great Hope fell ,"A great Hope fell
You heard no noise
The Ruin was within
Oh cunning wreck that told no tale
And let no Witness in

The mind was built for mighty Freight
For dread occasion planned
How often foundering at Sea
Ostensibly, on Land

A not admitting of the wound
Until it grew so wide
That all my Life had entered it
And there were troughs beside

A closing of the simple lid
That opened to the sun
Until the tender Carpenter
Perpetual nail it down --"
Emily Dickinson,A happy lip -- breaks sudden ,"A happy lip -- breaks sudden --
It doesn't state you how
It contemplated -- smiling --
Just consummated -- now --
But this one, wears its merriment
So patient -- like a pain --
Fresh gilded -- to elude the eyes
Unqualified, to scan --"
Emily Dickinson,A Lady red -- amid the Hill ,"A Lady red -- amid the Hill
Her annual secret keeps!
A Lady white, within the Field
In placid Lily sleeps!

The tidy Breezes, with their Brooms --
Sweep vale -- and hill -- and tree!
Prithee, My pretty Housewives!
Who may expected be?

The Neighbors do not yet suspect!
The Woods exchange a smile!
Orchard, and Buttercup, and Bird --
In such a little while!

And yet, how still the Landscape stands!
How nonchalant the Hedge!
As if the ""Resurrection""
Were nothing very strange!"
Emily Dickinson,"A little East of Jordan, ","A little East of Jordan,
Evangelists record,
A Gymnast and an Angel
Did wrestle long and hard --

Till morning touching mountain --
And Jacob, waxing strong,
The Angel begged permission
To Breakfast -- to return --

Not so, said cunning Jacob!
""I will not let thee go
Except thou bless me"" -- Stranger!
The which acceded to --

Light swung the silver fleeces
""Peniel"" Hills beyond,
And the bewildered Gymnast
Found he had worsted God!"
Emily Dickinson,A little Madness in the Spring ,"A little Madness in the Spring
Is wholesome even for the King,
But God be with the Clown --
Who ponders this tremendous scene --
This whole Experiment of Green --
As if it were his own!"
Emily Dickinson,A little Snow was here and there ,"A little Snow was here and there
Disseminated in her Hair --
Since she and I had met and played
Decade had gathered to Decade --

But Time had added not obtained
Impregnable the Rose
For summer too indelible
Too obdurate for Snows --"
Emily Dickinson,A long -- long Sleep -- A famous -- Sleep -- ,"A long -- long Sleep -- A famous -- Sleep --
That makes no show for Morn --
By Stretch of Limb -- or stir of Lid --
An independent One --

Was ever idleness like This?
Upon a Bank of Stone
To bask the Centuries away --
Nor once look up -- for Noon?"
Emily Dickinson,A Prison gets to be a friend -- ,"A Prison gets to be a friend --
Between its Ponderous face
And Ours -- a Kinsmanship express --
And in its narrow Eyes --

We come to look with gratitude
For the appointed Beam
It deal us -- stated as our food --
And hungered for -- the same --

We learn to know the Planks --
That answer to Our feet --
So miserable a sound -- at first --
Nor ever now -- so sweet --

As plashing in the Pools --
When Memory was a Boy --
But a Demurer Circuit --
A Geometric Joy --

The Posture of the Key
That interrupt the Day
To Our Endeavor -- Not so real
The Check of Liberty --

As this Phantasm Steel --
Whose features -- Day and Night --
Are present to us -- as Our Own --
And as escapeless -- quite --

The narrow Round -- the Stint --
The slow exchange of Hope --
For something passiver -- Content
Too steep for lookinp up --

The Liberty we knew
Avoided -- like a Dream --
Too wide for any Night but Heaven --
If That -- indeed -- redeem --"
Emily Dickinson,A Secret told ,"A Secret told --
Ceases to be a Secret -- then --
A Secret -- kept --
That -- can appal but One --

Better of it -- continual be afraid --
Than it --
And Whom you told it to -- beside --"
Emily Dickinson,A shady friend -- for Torrid days ,"A shady friend -- for Torrid days --
Is easier to find --
Than one of higher temperature
For Frigid -- hour of Mind --

The Vane a little to the East --
Scares Muslin souls -- away --
If Broadcloth Hearts are firmer --
Than those of Organdy --

Who is to blame? The Weaver?
Ah, the bewildering thread!
The Tapestries of Paradise
So notelessly -- are made!"
Emily Dickinson,A single Screw of Flesh ,"A single Screw of Flesh
Is all that pins the Soul
That stands for Deity, to Mine,
Upon my side the Veil --

Once witnessed of the Gauze --
Its name is put away
As far from mine, as if no plight
Had printed yesterday,

In tender -- solemn Alphabet,
My eyes just turned to see,
When it was smuggled by my sight
Into Eternity --

More Hands -- to hold -- These are but Two --
One more new-mailed Nerve
Just granted, for the Peril's sake --
Some striding -- Giant -- Love --

So greater than the Gods can show,
They slink before the Clay,
That not for all their Heaven can boast
Will let its Keepsake -- go"
Emily Dickinson,A Thought went up my mind today -- ,"A Thought went up my mind today --
That I have had before --
But did not finish -- some way back --
I could not fix the Year --

Nor where it went -- nor why it came
The second time to me --
Nor definitely, what it was --
Have I the Art to say --

But somewhere -- in my Soul -- I know --
I've met the Thing before --
It just reminded me -- 'twas all --
And came my way no more --"
Emily Dickinson,A Tooth upon Our Peace ,"A Tooth upon Our Peace
The Peace cannot deface --
Then Wherefore be the Tooth?
To vitalize the Grace --

The Heaven hath a Hell --
Itself to signalize --
And every sign before the Place
Is Gilt with Sacrifice --"
Emily Dickinson,A World made penniless by that departure ,"A World made penniless by that departure
Of minor fabrics begs
But sustenance is of the spirit
The Gods but Dregs"
Emily Dickinson,Afraid! Of whom am I afraid? ,"Afraid! Of whom am I afraid?
Not Death -- for who is He?
The Porter of my Father's Lodge
As much abasheth me!

Of Life? 'Twere odd I fear [a] thing
That comprehendeth me
In one or two existences --
As Deity decree --

Of Resurrection? Is the East
Afraid to trust the Morn
With her fastidious forehead?
As soon impeach my Crown!"
Emily Dickinson,After all Birds have been investigated and laid aside -- ,"After all Birds have been investigated and laid aside --
Nature imparts the little Blue-Bird -- assured
Her conscientious Voice will soar unmoved
Above ostensible Vicissitude.

First at the March -- competing with the Wind --
Her panting note exalts us -- like a friend --
Last to adhere when Summer cleaves away --
Elegy of Integrity."
Emily Dickinson,"Ah, Necromancy Sweet! ","Ah, Necromancy Sweet!
Ah, Wizard erudite!
Teach me the skill,

That I instil the pain
Surgeons assuage in vain,
Nor Herb of all the plain
Can Heal!"
Emily Dickinson,All that I do ,"All that I do
Is in review
To his enamored mind
I know his eye
Where e'er I ply
Is pushing close behind
Not any Port
Nor any flight
But he doth there preside
What omnipresence lies in wait
For her to be a Bride"
